Site,Plot,Treatment,2009,2009,2010,2010,2011,2011,2012,2012,2013,2013,2014,2014,2015,2015,2016,2016,2017
CAR,1,Open,2,6,0,0,3,4,5,2,2,1,3,2,2,2,0,2,6
CAR,1,Closed,5,4,1,0,9,6,4,3,5,2,5,4,2,5,0,2,4
CAR,2,Open,14,21,0,4,1,10,1,7,8,4,4,3,3,37,0,11,5
CAR,2,Closed,8,7,1,3,4,3,1,2,9,3,10,1,1,63,0,4,5
CAR,3,Open,2,9,3,0,1,5,1,2,4,3,5,0,1,1,0,3,2
CAR,3,Closed,3,1,0,0,5,2,3,1,3,4,9,1,1,0,0,5,1
CAR,4,Open,3,3,2,9,2,4,2,4,2,3,4,1,3,1,0,1,1
CAR,4,Closed,3,3,1,15,0,10,4,5,9,4,5,2,3,3,0,6,3
CAR,5,Open,19,2,3,4,0,9,3,5,2,5,9,2,7,13,0,33,6
CAR,5,Closed,0,0,1,1,0,1,2,2,1,3,7,1,1,4,0,6,4
CAR,8,Open,11,17,0,4,2,32,2,5,5,10,7,3,1,5,0,6,7
CAR,8,Closed,1,3,1,4,3,6,1,2,2,4,11,2,5,3,0,7,9
CAR,9,Open,2,24,4,2,6,12,4,9,4,7,9,3,1,12,0,8,6
CAR,9,Closed,7,7,2,7,3,17,8,11,4,7,20,10,5,14,0,8,5
CAR,10,Open,11,5,2,0,1,8,8,3,3,0,0,1,1,0,0,6,6
CAR,10,Closed,10,11,3,7,13,10,8,4,4,5,7,8,5,7,0,17,17
CAR,11,Open,13,15,1,2,8,7,7,4,4,4,4,7,4,2,0,1,7
CAR,11,Closed,3,2,0,3,3,4,1,1,2,3,3,5,1,2,0,3,7
CAR,12,Open,0,6,3,0,1,0,1,3,0,1,4,2,0,0,0,2,6
CAR,12,Closed,1,9,1,1,5,4,6,2,1,1,1,2,3,1,0,1,4
CAR,14,Open,15,2,0,0,0,9,3,4,2,2,1,1,0,3,0,2,8
CAR,14,Closed,0,0,0,0,1,3,0,0,0,1,3,0,2,2,0,3,1
CAR,15,Open,4,8,0,0,1,6,4,2,9,2,9,2,2,0,0,2,1
CAR,15,Closed,1,1,0,1,0,4,0,8,7,7,13,4,5,5,0,6,9
CBO,1,Open,2,1,2,3,0,0,4,1,0,0,0,4,5,4,3,3,4
CBO,1,Closed,2,1,4,1,0,5,3,0,0,0,0,10,6,2,1,2,5
CBO,2,Open,0,0,1,0,2,0,0,0,0,0,0,6,4,0,1,0,1
CBO,2,Closed,0,1,0,2,2,2,0,1,0,0,0,6,3,3,3,1,4
CBO,4,Open,2,0,1,1,2,1,0,1,0,0,0,4,2,1,0,0,2
CBO,4,Closed,2,1,1,0,0,0,6,1,0,0,0,8,7,1,1,2,0
CBO,5,Open,0,0,2,4,1,1,0,0,0,0,0,2,0,0,7,0,1
CBO,5,Closed,0,0,0,2,0,1,0,2,0,0,0,1,2,1,6,0,1
CBO,6,Open,0,1,2,4,1,0,0,1,0,0,0,7,14,1,1,1,8
CBO,6,Closed,0,0,0,1,0,0,1,1,0,0,0,1,3,0,2,1,4
CBO,9,Open,0,1,0,4,2,0,1,0,0,0,0,1,2,1,1,0,1
CBO,9,Closed,1,2,3,0,2,1,2,5,0,0,0,4,5,0,1,0,1
CBO,11,Open,1,1,2,1,0,2,2,2,0,0,0,5,6,3,1,2,4
CBO,11,Closed,0,1,0,0,0,0,1,0,0,0,0,6,5,4,0,4,5
CBO,12,Open,2,2,0,0,1,0,1,5,0,0,0,5,6,2,0,3,2
CBO,12,Closed,0,1,0,1,1,2,0,8,0,0,0,7,5,0,1,1,1
CBO,14,Open,0,0,2,0,0,0,2,2,0,0,0,1,5,3,4,3,2
CBO,14,Closed,1,1,1,2,0,0,0,1,0,0,0,4,3,0,3,0,1
CBO,15,Open,2,1,0,0,1,4,0,0,0,0,0,6,6,6,5,3,8
CBO,15,Closed,1,0,4,1,2,2,2,0,0,0,0,0,9,2,4,0,2
ITA,1,Open,3,6,11,7,3,1,2,4,1,3,2,3,3,2,0,7,2
ITA,1,Closed,1,0,0,1,2,0,2,2,2,1,0,3,1,2,0,14,2
ITA,2,Open,1,5,13,11,4,0,1,3,1,3,2,4,0,1,0,7,3
ITA,2,Closed,0,0,1,3,0,6,0,1,2,0,4,2,0,3,0,3,1
ITA,4,Open,2,6,9,3,8,2,5,6,4,1,6,3,2,0,0,0,5
ITA,4,Closed,1,4,3,1,2,6,5,8,5,5,13,4,5,3,0,8,3
ITA,6,Open,0,9,9,4,3,8,3,3,0,6,9,2,3,1,0,4,2
ITA,6,Closed,0,2,2,1,4,2,2,2,3,1,4,7,3,2,0,11,5
ITA,8,Open,2,4,6,2,3,2,1,2,5,1,5,6,2,2,0,1,19
ITA,8,Closed,0,1,0,2,1,1,2,3,3,0,2,2,3,1,0,5,4
ITA,10,Open,1,1,4,1,1,0,1,3,1,0,4,0,0,0,0,0,2
ITA,10,Closed,0,1,0,0,0,1,3,3,0,3,4,4,4,0,0,2,7
ITA,12,Open,2,2,3,1,0,0,0,2,0,1,1,0,0,0,0,1,1
ITA,12,Closed,1,1,0,0,1,0,2,2,0,1,1,0,0,0,0,0,3
ITA,14,Open,2,4,2,4,3,5,8,6,2,14,24,15,3,5,0,5,2
ITA,14,Closed,2,5,9,16,9,3,3,9,8,14,51,28,8,10,0,19,11
ITA,15,Open,3,0,1,8,4,2,1,6,6,3,8,3,0,2,0,2,6
ITA,15,Closed,2,0,0,1,1,2,1,3,0,1,4,0,1,3,0,27,4
VGM,1,Open,2,2,1,1,4,1,1,1,1,0,0,1,1,0,0,3,3
VGM,1,Closed,4,2,1,0,0,0,2,9,3,4,2,6,4,2,0,3,1
VGM,4,Open,5,2,13,4,8,2,5,2,5,4,11,7,4,4,0,6,8
VGM,4,Closed,5,0,7,1,5,2,6,5,8,5,9,3,11,5,0,14,7
VGM,5,Open,1,5,5,3,3,1,4,3,2,1,5,1,1,1,0,5,5
VGM,5,Closed,9,4,8,4,12,5,4,9,14,3,11,4,5,3,0,6,6
VGM,6,Open,8,2,19,7,9,7,8,7,4,5,12,3,6,3,0,9,6
VGM,6,Closed,3,3,4,1,3,6,4,1,1,4,3,4,2,1,0,3,6
VGM,7,Open,2,1,5,5,4,5,6,5,2,1,5,2,4,2,0,6,3
VGM,7,Closed,0,1,5,3,5,3,9,6,3,2,8,3,3,0,0,2,5
VGM,8,Open,4,1,4,4,8,6,4,4,0,3,9,6,5,2,0,5,2
VGM,8,Closed,3,2,1,3,5,3,0,4,2,7,4,2,0,0,0,5,14
VGM,9,Open,0,3,7,2,3,2,2,6,1,0,1,2,2,0,0,17,15
VGM,9,Closed,1,2,7,10,5,10,5,10,7,5,9,6,2,2,0,13,10
VGM,10,Open,2,2,7,2,3,3,4,3,2,0,4,3,4,0,0,3,2
VGM,10,Closed,3,0,4,1,6,1,4,1,5,2,9,2,1,3,0,9,12
VGM,11,Open,8,22,53,18,10,7,4,5,8,3,9,1,5,1,0,9,4
VGM,11,Closed,1,1,3,2,3,5,9,5,9,1,4,0,9,2,0,5,7
VGM,12,Open,1,0,0,2,1,3,1,3,2,3,4,2,1,0,0,5,4
VGM,12,Closed,0,0,2,0,2,3,0,3,2,1,3,0,0,0,0,2,8
VGM,14,Open,5,6,13,10,12,6,15,8,2,5,4,1,7,1,0,4,2
VGM,14,Closed,7,3,7,3,5,4,5,7,1,0,4,0,1,4,0,2,3
VGM,15,Open,2,1,2,4,5,7,1,7,3,0,3,1,0,6,0,4,3
VGM,15,Closed,1,1,2,0,1,0,3,3,3,1,5,3,3,5,0,7,4
